year,county,fips,yield_bu_acre
2020,Palo Alto,19147,181.1
2021,Palo Alto,19147,190.1
2022,Palo Alto,19147,195.8
2023,Palo Alto,19147,211.7
2024,Palo Alto,19147,182.3
2025,Palo Alto,19147,209.9
2000,Plymouth,19149,119.9
2001,Plymouth,19149,138.8
2002,Plymouth,19149,163.5
2003,Plymouth,19149,158.7
2004,Plymouth,19149,185.6
2005,Plymouth,19149,171.8
2006,Plymouth,19149,137.1
2007,Plymouth,19149,150.8
2008,Plymouth,19149,191.0
2009,Plymouth,19149,201.1
2010,Plymouth,19149,184.7
2011,Plymouth,19149,164.5
2012,Plymouth,19149,110.1
2013,Plymouth,19149,188.9
2014,Plymouth,19149,187.3
2015,Plymouth,19149,203.6
2016,Plymouth,19149,209.2
2017,Plymouth,19149,193.0
2018,Plymouth,19149,213.8
2019,Plymouth,19149,217.8
2021,Plymouth,19149,190.9
2022,Plymouth,19149,171.8
2023,Plymouth,19149,205.7
2024,Plymouth,19149,195.6
2000,Pocahontas,19151,155.6
2001,Pocahontas,19151,135.3
2002,Pocahontas,19151,167.6
2003,Pocahontas,19151,168.1
2004,Pocahontas,19151,195.5
2005,Pocahontas,19151,183.3
2006,Pocahontas,19151,166.5
2007,Pocahontas,19151,167.1
2008,Pocahontas,19151,178.0
2009,Pocahontas,19151,190.1
2010,Pocahontas,19151,172.6
2011,Pocahontas,19151,181.2
2012,Pocahontas,19151,165.3
2013,Pocahontas,19151,163.8
2014,Pocahontas,19151,174.8
2015,Pocahontas,19151,205.5
2016,Pocahontas,19151,206.8
2017,Pocahontas,19151,190.9
2018,Pocahontas,19151,179.2
2020,Pocahontas,19151,186.2
2021,Pocahontas,19151,213.9
2022,Pocahontas,19151,198.2
2023,Pocahontas,19151,218.1
2024,Pocahontas,19151,203.0
2025,Pocahontas,19151,210.2
2000,Polk,19153,154.8
2001,Polk,19153,148.7
2002,Polk,19153,175.7
2003,Polk,19153,165.3
2004,Polk,19153,183.4
2005,Polk,19153,174.7
2006,Polk,19153,171.9
2007,Polk,19153,177.8
2008,Polk,19153,154.0
2009,Polk,19153,178.6
2010,Polk,19153,139.4
2011,Polk,19153,160.6
2012,Polk,19153,149.1
2013,Polk,19153,143.6
2014,Polk,19153,181.4
2015,Polk,19153,187.0
2016,Polk,19153,199.8
2017,Polk,19153,200.3
2018,Polk,19153,186.2
2019,Polk,19153,196.6
2020,Polk,19153,150.2
2021,Polk,19153,217.5
2022,Polk,19153,188.6
2023,Polk,19153,206.4
2024,Polk,19153,218.0
2025,Polk,19153,203.6
2000,Pottawattamie,19155,139.1
2001,Pottawattamie,19155,138.0
2002,Pottawattamie,19155,140.0
2003,Pottawattamie,19155,127.0
2004,Pottawattamie,19155,189.7
2005,Pottawattamie,19155,171.1
2006,Pottawattamie,19155,171.6
2007,Pottawattamie,19155,162.4
2008,Pottawattamie,19155,178.0
2009,Pottawattamie,19155,192.4
2010,Pottawattamie,19155,164.8
2011,Pottawattamie,19155,170.9
2012,Pottawattamie,19155,131.9
2013,Pottawattamie,19155,179.4
2014,Pottawattamie,19155,169.1
2015,Pottawattamie,19155,204.0
2016,Pottawattamie,19155,210.4
2017,Pottawattamie,19155,195.8
2019,Pottawattamie,19155,208.0
2020,Pottawattamie,19155,176.3
2021,Pottawattamie,19155,216.3
2022,Pottawattamie,19155,195.0
2023,Pottawattamie,19155,198.5
2000,Poweshiek,19157,148.9
2001,Poweshiek,19157,150.2
2002,Poweshiek,19157,176.5
2003,Poweshiek,19157,172.9
2004,Poweshiek,19157,186.2
2005,Poweshiek,19157,176.4
2006,Poweshiek,19157,182.3
2007,Poweshiek,19157,182.6
2008,Poweshiek,19157,170.0
2009,Poweshiek,19157,184.5
2010,Poweshiek,19157,153.2
2011,Poweshiek,19157,179.0
2012,Poweshiek,19157,152.3
2013,Poweshiek,19157,158.5
2014,Poweshiek,19157,188.4
2015,Poweshiek,19157,197.8
2016,Poweshiek,19157,213.2
2017,Poweshiek,19157,215.1
2018,Poweshiek,19157,218.7
2019,Poweshiek,19157,200.3
2020,Poweshiek,19157,138.2
2021,Poweshiek,19157,201.0
2022,Poweshiek,19157,193.3
2023,Poweshiek,19157,204.9
2024,Poweshiek,19157,223.0
2025,Poweshiek,19157,217.2
2000,Ringgold,19159,144.0
2001,Ringgold,19159,108.3
2002,Ringgold,19159,128.6
2003,Ringgold,19159,104.8
2004,Ringgold,19159,153.0
2005,Ringgold,19159,153.8
2006,Ringgold,19159,142.3
2007,Ringgold,19159,140.5
2008,Ringgold,19159,115.0
2009,Ringgold,19159,134.4
2010,Ringgold,19159,94.1
2011,Ringgold,19159,118.7
2012,Ringgold,19159,71.6
2013,Ringgold,19159,121.1
2014,Ringgold,19159,166.4
2015,Ringgold,19159,147.8
2016,Ringgold,19159,179.5
2017,Ringgold,19159,167.8
2018,Ringgold,19159,153.3
2020,Ringgold,19159,159.1
2021,Ringgold,19159,175.8
2022,Ringgold,19159,151.8
2000,Sac,19161,128.2
2001,Sac,19161,152.7
2002,Sac,19161,166.2
2003,Sac,19161,155.5
2004,Sac,19161,184.3
2005,Sac,19161,185.8
2006,Sac,19161,134.0
2007,Sac,19161,173.9
2008,Sac,19161,184.0
2009,Sac,19161,184.5
2010,Sac,19161,189.7
2011,Sac,19161,183.4
2012,Sac,19161,130.7
2013,Sac,19161,142.6
2014,Sac,19161,179.8
2015,Sac,19161,204.8
2016,Sac,19161,214.3
2017,Sac,19161,194.5
2018,Sac,19161,213.5
2019,Sac,19161,220.6
2020,Sac,19161,161.0
2021,Sac,19161,231.0
2022,Sac,19161,212.4
2023,Sac,19161,199.1
2024,Sac,19161,229.1
2025,Sac,19161,224.3
2000,Scott,19163,152.7
2001,Scott,19163,173.6
2002,Scott,19163,195.3
2003,Scott,19163,180.9
2004,Scott,19163,191.9
2005,Scott,19163,148.9
2006,Scott,19163,170.5
2007,Scott,19163,182.2
2008,Scott,19163,184.0
2009,Scott,19163,184.1
2010,Scott,19163,151.9
2011,Scott,19163,174.2
2012,Scott,19163,131.7
2013,Scott,19163,167.8
2014,Scott,19163,194.5
2015,Scott,19163,195.9
2016,Scott,19163,216.0
2017,Scott,19163,220.0
2018,Scott,19163,214.0
2019,Scott,19163,189.4
2020,Scott,19163,181.3
2021,Scott,19163,206.8
2022,Scott,19163,216.2
2023,Scott,19163,210.1
2024,Scott,19163,234.2
2025,Scott,19163,224.5
2000,Shelby,19165,126.6
2001,Shelby,19165,139.8
2002,Shelby,19165,147.1
2003,Shelby,19165,134.4
2004,Shelby,19165,177.1
2005,Shelby,19165,171.7
2006,Shelby,19165,171.2
2007,Shelby,19165,167.3
2008,Shelby,19165,190.0
2009,Shelby,19165,202.9
2010,Shelby,19165,171.6
2011,Shelby,19165,173.6
2012,Shelby,19165,137.8
2013,Shelby,19165,182.6
2014,Shelby,19165,185.2
2015,Shelby,19165,195.3
2016,Shelby,19165,215.3
2017,Shelby,19165,207.1
2018,Shelby,19165,189.1
2019,Shelby,19165,217.3
2020,Shelby,19165,190.5
2022,Shelby,19165,209.0
2023,Shelby,19165,196.0
2000,Sioux,19167,150.0
2001,Sioux,19167,160.2
2002,Sioux,19167,165.7
2003,Sioux,19167,169.7
2004,Sioux,19167,187.6
2005,Sioux,19167,185.3
2006,Sioux,19167,162.9
2007,Sioux,19167,156.9
2008,Sioux,19167,195.0
2009,Sioux,19167,201.7
2010,Sioux,19167,196.5
2011,Sioux,19167,177.6
2012,Sioux,19167,143.2
2013,Sioux,19167,194.1
2014,Sioux,19167,187.4
2015,Sioux,19167,201.9
2016,Sioux,19167,212.2
2017,Sioux,19167,220.7
2018,Sioux,19167,211.9
2019,Sioux,19167,192.1
2020,Sioux,19167,201.8
2021,Sioux,19167,220.6
2022,Sioux,19167,196.6
2023,Sioux,19167,211.4
2000,Story,19169,157.4
2001,Story,19169,150.4
2002,Story,19169,177.1
2003,Story,19169,164.5
2004,Story,19169,188.1
2005,Story,19169,187.6
2006,Story,19169,184.1
2007,Story,19169,180.7
2008,Story,19169,160.0
2009,Story,19169,174.7
2010,Story,19169,163.9
2011,Story,19169,163.2
2012,Story,19169,157.6
2013,Story,19169,137.2
2014,Story,19169,169.9
2015,Story,19169,188.0
2016,Story,19169,211.9
2017,Story,19169,200.3
2018,Story,19169,192.3
2019,Story,19169,189.3
2020,Story,19169,148.4
2021,Story,19169,201.2
2022,Story,19169,207.1
2023,Story,19169,211.4
2024,Story,19169,215.5
2025,Story,19169,204.0
2000,Tama,19171,144.9
2001,Tama,19171,156.8
2002,Tama,19171,186.8
2003,Tama,19171,156.2
2004,Tama,19171,186.5
2005,Tama,19171,181.4
2006,Tama,19171,172.7
2007,Tama,19171,174.8
2008,Tama,19171,179.0
2009,Tama,19171,182.3
2010,Tama,19171,176.7
2011,Tama,19171,162.0
2012,Tama,19171,160.2
2013,Tama,19171,158.7
2014,Tama,19171,182.7
2015,Tama,19171,189.5
2016,Tama,19171,208.4
2017,Tama,19171,220.6
2018,Tama,19171,224.3
2019,Tama,19171,204.8
2020,Tama,19171,132.7
2021,Tama,19171,213.9
2022,Tama,19171,203.3
2023,Tama,19171,197.4
2000,Taylor,19173,140.7
2001,Taylor,19173,114.9
2002,Taylor,19173,126.6
2003,Taylor,19173,116.4
2004,Taylor,19173,157.9
2005,Taylor,19173,156.8
2006,Taylor,19173,142.4
2007,Taylor,19173,137.6
2008,Taylor,19173,135.0
2009,Taylor,19173,150.2
2010,Taylor,19173,122.2
2011,Taylor,19173,140.5
2012,Taylor,19173,91.7
2013,Taylor,19173,136.2
2014,Taylor,19173,178.8
2016,Taylor,19173,159.9
2017,Taylor,19173,175.0
2018,Taylor,19173,154.4
2019,Taylor,19173,161.7
2020,Taylor,19173,166.2
2021,Taylor,19173,192.0
2022,Taylor,19173,172.1
2023,Taylor,19173,192.9
2024,Taylor,19173,192.7
2025,Taylor,19173,176.6
2000,Union,19175,136.5
2001,Union,19175,127.3
2002,Union,19175,142.2
2003,Union,19175,106.7
2004,Union,19175,160.4
2005,Union,19175,157.2
2006,Union,19175,153.6
2007,Union,19175,154.1
2008,Union,19175,148.0
2009,Union,19175,153.8
2010,Union,19175,113.2
2011,Union,19175,132.6
2012,Union,19175,87.3
2013,Union,19175,137.0
2014,Union,19175,176.1
2016,Union,19175,183.0
2017,Union,19175,147.9
2018,Union,19175,155.8
2019,Union,19175,168.9
2020,Union,19175,179.7
2021,Union,19175,185.2
2022,Union,19175,149.4
2023,Union,19175,217.0
2025,Union,19175,193.1
2000,Van Buren,19177,146.4
2001,Van Buren,19177,122.2
2002,Van Buren,19177,125.6
2003,Van Buren,19177,141.9
2004,Van Buren,19177,175.4
2005,Van Buren,19177,124.0
2006,Van Buren,19177,157.8
2007,Van Buren,19177,165.8
2008,Van Buren,19177,146.0
2009,Van Buren,19177,148.6
2010,Van Buren,19177,90.8
2011,Van Buren,19177,100.9
2012,Van Buren,19177,110.3
2013,Van Buren,19177,144.1
2014,Van Buren,19177,192.2
2015,Van Buren,19177,158.3
2016,Van Buren,19177,189.0
2017,Van Buren,19177,128.2
2018,Van Buren,19177,180.9
2019,Van Buren,19177,171.0
2020,Van Buren,19177,153.5
2021,Van Buren,19177,162.5
2022,Van Buren,19177,151.9
2023,Van Buren,19177,189.3
2000,Wapello,19179,138.3
2001,Wapello,19179,141.0
2002,Wapello,19179,135.5
2003,Wapello,19179,128.2
2004,Wapello,19179,183.3
2005,Wapello,19179,136.1
2006,Wapello,19179,164.9
2007,Wapello,19179,167.1
2008,Wapello,19179,138.0
2009,Wapello,19179,156.6
2010,Wapello,19179,100.2
2011,Wapello,19179,127.3
2012,Wapello,19179,92.6
2013,Wapello,19179,150.4
2014,Wapello,19179,195.2
2015,Wapello,19179,159.3
2016,Wapello,19179,196.9
2017,Wapello,19179,153.0
2019,Wapello,19179,176.5
2020,Wapello,19179,170.6
2021,Wapello,19179,178.0
2022,Wapello,19179,170.8
2023,Wapello,19179,202.9
2025,Wapello,19179,203.6
2000,Warren,19181,140.1
2001,Warren,19181,143.9
2002,Warren,19181,151.1
2003,Warren,19181,135.8
2004,Warren,19181,167.6
2005,Warren,19181,157.1
2006,Warren,19181,164.9
2007,Warren,19181,157.4
2008,Warren,19181,135.0
2009,Warren,19181,160.2
2010,Warren,19181,102.4
2011,Warren,19181,129.1
2012,Warren,19181,103.5
2013,Warren,19181,146.7
2014,Warren,19181,169.9
2015,Warren,19181,170.3
2016,Warren,19181,184.6
2017,Warren,19181,183.2
2018,Warren,19181,163.6
2020,Warren,19181,168.0
2022,Warren,19181,157.8
2023,Warren,19181,199.2
2025,Warren,19181,194.3
2000,Washington,19183,144.1
2001,Washington,19183,148.1
2002,Washington,19183,167.4
2003,Washington,19183,161.5
2004,Washington,19183,181.9
2005,Washington,19183,153.0
2006,Washington,19183,184.4
2007,Washington,19183,174.1
2008,Washington,19183,180.0
2009,Washington,19183,171.1
2010,Washington,19183,132.5
2011,Washington,19183,156.3
2012,Washington,19183,132.1
2013,Washington,19183,159.0
2014,Washington,19183,191.3
2015,Washington,19183,195.0
2016,Washington,19183,208.2
2017,Washington,19183,220.4
2018,Washington,19183,214.3
2019,Washington,19183,178.9
2020,Washington,19183,185.4
2022,Washington,19183,185.7
2023,Washington,19183,188.3
2025,Washington,19183,218.6
2000,Wayne,19185,136.8
2001,Wayne,19185,114.1
2002,Wayne,19185,140.9
2003,Wayne,19185,130.4
2004,Wayne,19185,156.8
2005,Wayne,19185,157.0
2006,Wayne,19185,145.0
2007,Wayne,19185,150.2
2008,Wayne,19185,103.0
2009,Wayne,19185,142.7
2010,Wayne,19185,73.1
2011,Wayne,19185,126.0
2012,Wayne,19185,55.7
2013,Wayne,19185,125.1
2014,Wayne,19185,171.9
2015,Wayne,19185,158.0
2016,Wayne,19185,174.5
2018,Wayne,19185,171.6
2019,Wayne,19185,151.4
2020,Wayne,19185,168.8
2021,Wayne,19185,177.0
2022,Wayne,19185,170.1
2024,Wayne,19185,194.8
2000,Webster,19187,159.8
2001,Webster,19187,154.3
2002,Webster,19187,181.6
2003,Webster,19187,174.5
2004,Webster,19187,192.3
2005,Webster,19187,190.1
2006,Webster,19187,173.3
2007,Webster,19187,182.6
2008,Webster,19187,167.0
2009,Webster,19187,177.3
2010,Webster,19187,168.4
2011,Webster,19187,190.6
2012,Webster,19187,149.2
2013,Webster,19187,137.6
2014,Webster,19187,190.0
2015,Webster,19187,201.0
2016,Webster,19187,200.8
2017,Webster,19187,197.9
2018,Webster,19187,188.1
2019,Webster,19187,202.9
2020,Webster,19187,173.1
2021,Webster,19187,216.2
2022,Webster,19187,201.5
2023,Webster,19187,212.8
2024,Webster,19187,211.6
2025,Webster,19187,211.9
2000,Winnebago,19189,150.7
2001,Winnebago,19189,132.0
2002,Winnebago,19189,164.7
2003,Winnebago,19189,162.1
2004,Winnebago,19189,178.8
2005,Winnebago,19189,189.6
2006,Winnebago,19189,173.9
2007,Winnebago,19189,186.1
2008,Winnebago,19189,177.0
2009,Winnebago,19189,180.4
2010,Winnebago,19189,184.1
2011,Winnebago,19189,176.6
2012,Winnebago,19189,161.1
2013,Winnebago,19189,149.1
2014,Winnebago,19189,172.7
2015,Winnebago,19189,203.6
2016,Winnebago,19189,197.9
2017,Winnebago,19189,210.7
2018,Winnebago,19189,180.8
2019,Winnebago,19189,198.8
2020,Winnebago,19189,207.1
2021,Winnebago,19189,197.6
2022,Winnebago,19189,217.5
2023,Winnebago,19189,211.3
2024,Winnebago,19189,182.6
2025,Winnebago,19189,205.4
2000,Winneshiek,19191,147.9
2001,Winneshiek,19191,132.1
2002,Winneshiek,19191,166.9
2003,Winneshiek,19191,146.7
2004,Winneshiek,19191,169.9
2005,Winneshiek,19191,186.4
2006,Winneshiek,19191,171.9
2007,Winneshiek,19191,174.0
2008,Winneshiek,19191,171.0
2009,Winneshiek,19191,171.3
2010,Winneshiek,19191,190.5
2011,Winneshiek,19191,186.2
2012,Winneshiek,19191,140.6
2013,Winneshiek,19191,181.8
2014,Winneshiek,19191,174.0
2015,Winneshiek,19191,185.6
2016,Winneshiek,19191,210.7
2017,Winneshiek,19191,199.7
2018,Winneshiek,19191,198.1
2019,Winneshiek,19191,200.4
2020,Winneshiek,19191,178.2
2021,Winneshiek,19191,199.3
2022,Winneshiek,19191,212.4
2023,Winneshiek,19191,195.3
2024,Winneshiek,19191,212.1
2025,Winneshiek,19191,215.1
2000,Woodbury,19193,116.7
2001,Woodbury,19193,132.9
2002,Woodbury,19193,149.4
2003,Woodbury,19193,153.4
2004,Woodbury,19193,166.1
2005,Woodbury,19193,172.2
2006,Woodbury,19193,129.4
2007,Woodbury,19193,153.6
2008,Woodbury,19193,185.0
2009,Woodbury,19193,186.3
2010,Woodbury,19193,164.3
2011,Woodbury,19193,173.3
2012,Woodbury,19193,134.8
2013,Woodbury,19193,164.2
2014,Woodbury,19193,177.5
2015,Woodbury,19193,202.3
2016,Woodbury,19193,203.7
2017,Woodbury,19193,200.5
2018,Woodbury,19193,219.3
2019,Woodbury,19193,218.2
2020,Woodbury,19193,191.0
2021,Woodbury,19193,206.7
2022,Woodbury,19193,200.2
2023,Woodbury,19193,168.3
2024,Woodbury,19193,206.4
2025,Woodbury,19193,213.7
2000,Worth,19195,145.9
2001,Worth,19195,132.8
2002,Worth,19195,167.1
2003,Worth,19195,157.4
2004,Worth,19195,170.2
2005,Worth,19195,187.9
2006,Worth,19195,172.5
2007,Worth,19195,174.8
2008,Worth,19195,171.0
2009,Worth,19195,180.9
2010,Worth,19195,193.2
2011,Worth,19195,173.0
2012,Worth,19195,143.1
2013,Worth,19195,150.7
2014,Worth,19195,181.5
2015,Worth,19195,202.1
2016,Worth,19195,191.5
2017,Worth,19195,198.5
2018,Worth,19195,180.0
2019,Worth,19195,196.5
2020,Worth,19195,205.7
2021,Worth,19195,207.4
2022,Worth,19195,219.4
2023,Worth,19195,187.6
2024,Worth,19195,198.6
2025,Worth,19195,201.1
2000,Wright,19197,155.2
2001,Wright,19197,145.8
2002,Wright,19197,172.5
2003,Wright,19197,165.6
2004,Wright,19197,186.5
2005,Wright,19197,183.0
2006,Wright,19197,181.5
2007,Wright,19197,182.4
2008,Wright,19197,164.0
2009,Wright,19197,179.0
2010,Wright,19197,150.0
2011,Wright,19197,189.9
2012,Wright,19197,153.7
2013,Wright,19197,168.8
2014,Wright,19197,169.4
2015,Wright,19197,198.4
2016,Wright,19197,200.2
2017,Wright,19197,206.9
2018,Wright,19197,180.5
2019,Wright,19197,197.0
2020,Wright,19197,186.0
2021,Wright,19197,192.2
2022,Wright,19197,209.7
2023,Wright,19197,202.5
2025,Wright,19197,190.2
